ProtocolType,ProtocolName,EventType,EventName,FormName,Date,Ancestry,SiteID,SiteType,SiteStatus,Slope,Aspect,Elevation,SpeciesSymbol,FieldSymbol,SpeciesName,SpeciesName1,CommonName,SpeciesQualifier,FieldQualifier,Transect,SampleNumber,Element,SubElement,cParameter,cParameter2,cParameter3,cValue,cValueCommon,cValue2,cValue2Common,cValue3,cValue3Common,nValue,nValue2,nValue3,DDLat,DDLong
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/9/2009,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,SPHAE,SPHAE,Sphaeralcea,Sphaeralcea,globemallow,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,PIED,PIED,Pinus edulis,Pinus edulis,twoneedle pinyon,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,PUER2,PUER2,Purshia ericifolia,Purshia ericifolia,heath cliffrose,,,0,1,0,,,,,,,,,,,2,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,ASTER,ASTER,Aster,Aster,aster,,,0,1,0,,,,,,,,,,,4,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,ERIGE2,ERIGE2,Erigeron,Erigeron,fleabane,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOCU,BOCU,Bouteloua curtipendula,Bouteloua curtipendula,sideoats grama,,,0,1,0,,,,,,,,,,,13,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BALLO,BALLO,Ballota,Ballota,horehound,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,SPCR,SPCR,Sporobolus cryptandrus,Sporobolus cryptandrus,sand dropseed,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,GUSA2,GUSA2,Gutierrezia sarothrae,Gutierrezia sarothrae,broom snakeweed,,,0,1,0,,,,,,,,,,,3,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOER4,BOER4,Bouteloua eriopoda,Bouteloua eriopoda,black grama,,,0,1,0,,,,,,,,,,,9,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,LYPA,LYPA,Lycium pallidum,Lycium pallidum,pale desert-thorn,,,0,1,0,,,,,,,,,,,3,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,ELEL5,ELEL5,Elymus elymoides,Elymus elymoides,squirreltail,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,GUSA2,GUSA2,Gutierrezia sarothrae,Gutierrezia sarothrae,broom snakeweed,,,0,1,0,,,,,,,,,,,3,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,YUBA,YUBA,Yucca baccata,Yucca baccata,banana yucca,,,0,1,0,,,,,,,,,,,2,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,CERCO,CERCO,Cercocarpus,Cercocarpus,mountain mahogany,,,0,1,0,,,,,,,,,,,2,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,SPCR,SPCR,Sporobolus cryptandrus,Sporobolus cryptandrus,sand dropseed,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BALLO,BALLO,Ballota,Ballota,horehound,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,JUMO,JUMO,Juniperus monosperma,Juniperus monosperma,oneseed juniper,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,5,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,ASTER,ASTER,Aster,Aster,aster,,,0,1,0,,,,,,,,,,,2,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BALLO,BALLO,Ballota,Ballota,horehound,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,POFE,POFE,Poa fendleriana,Poa fendleriana,muttongrass,,,0,1,0,,,,,,,,,,,2,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,PUER2,PUER2,Purshia ericifolia,Purshia ericifolia,heath cliffrose,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,YUBA,YUBA,Yucca baccata,Yucca baccata,banana yucca,,,0,1,0,,,,,,,,,,,3,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,SPHAE,SPHAE,Sphaeralcea,Sphaeralcea,globemallow,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,PIED,PIED,Pinus edulis,Pinus edulis,twoneedle pinyon,,,0,1,0,,,,,,,,,,,9,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,MIRAB,MIRAB,Mirabilis,Mirabilis,four o'clock,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,PIED,PIED,Pinus edulis,Pinus edulis,twoneedle pinyon,,,0,1,0,,,,,,,,,,,3,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,MURI,MURI,Muhlenbergia richardsonis,Muhlenbergia richardsonis,mat muhly,,,0,1,0,,,,,,,,,,,5,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOCU,BOCU,Bouteloua curtipendula,Bouteloua curtipendula,sideoats grama,,,0,1,0,,,,,,,,,,,24,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,49,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOER4,BOER4,Bouteloua eriopoda,Bouteloua eriopoda,black grama,,,0,1,0,,,,,,,,,,,2,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,CERCO,CERCO,Cercocarpus,Cercocarpus,mountain mahogany,,,0,1,0,,,,,,,,,,,5,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,YUBA,YUBA,Yucca baccata,Yucca baccata,banana yucca,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,MURI,MURI,Muhlenbergia richardsonis,Muhlenbergia richardsonis,mat muhly,,,0,1,0,,,,,,,,,,,5,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,OPUNT,OPUNT,Opuntia,Opuntia,pricklypear,,,0,1,0,,,,,,,,,,,6,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,14,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,ASTER,ASTER,Aster,Aster,aster,,,0,1,0,,,,,,,,,,,5,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,MURI,MURI,Muhlenbergia richardsonis,Muhlenbergia richardsonis,mat muhly,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,OPUNT,OPUNT,Opuntia,Opuntia,pricklypear,,,0,1,0,,,,,,,,,,,6,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,2GA,2GA,"Grass, annual","Grass, annual","Grass, annual",,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOCU,BOCU,Bouteloua curtipendula,Bouteloua curtipendula,sideoats grama,,,0,1,0,,,,,,,,,,,9,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,SPHAE,SPHAE,Sphaeralcea,Sphaeralcea,globemallow,,,0,1,0,,,,,,,,,,,2,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,OPUNT,OPUNT,Opuntia,Opuntia,pricklypear,,,0,1,0,,,,,,,,,,,10,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,2GA,2GA,"Grass, annual","Grass, annual","Grass, annual",,,0,1,0,,,,,,,,,,,3,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,ELEL5,ELEL5,Elymus elymoides,Elymus elymoides,squirreltail,,,0,1,0,,,,,,,,,,,2,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,CERCO,CERCO,Cercocarpus,Cercocarpus,mountain mahogany,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,LYPH,LYPH,Lycurus phleoides,Lycurus phleoides,common wolfstail,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,ECHIN3,ECHIN3,Echinocereus,Echinocereus,hedgehog cactus,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,17,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,SPCR,SPCR,Sporobolus cryptandrus,Sporobolus cryptandrus,sand dropseed,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,JUMO,JUMO,Juniperus monosperma,Juniperus monosperma,oneseed juniper,,,0,1,0,,,,,,,,,,,6,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,POFE,POFE,Poa fendleriana,Poa fendleriana,muttongrass,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,JUMO,JUMO,Juniperus monosperma,Juniperus monosperma,oneseed juniper,,,0,1,0,,,,,,,,,,,15,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BRICK,BRICK,Brickellia,Brickellia,brickellbush,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,5,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOER4,BOER4,Bouteloua eriopoda,Bouteloua eriopoda,black grama,,,0,1,0,,,,,,,,,,,6,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,11,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/20/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_21 through Y_25,03-09-01-00115-XXX-Y21,Key Area,Active,,,,MATR3,MATR3,Mahonia trifoliolata,Mahonia trifoliolata,algerita,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,11,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,JUMO,JUMO,Juniperus monosperma,Juniperus monosperma,oneseed juniper,,,0,1,0,,,,,,,,,,,7,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,GUSA2,GUSA2,Gutierrezia sarothrae,Gutierrezia sarothrae,broom snakeweed,,,0,1,0,,,,,,,,,,,4,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,ASTER,ASTER,Aster,Aster,aster,,,0,1,0,,,,,,,,,,,7,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,3,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,ASTER,ASTER,Aster,Aster,aster,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,ZIAC,ZIAC,Zinnia acerosa,Zinnia acerosa,desert zinnia,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,GAURA,GAURA,Gaura,Gaura,beeblossom,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/19/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y13,Key Area,Active,,,,ARIST,ARIST,Aristida,Aristida,threeawn,,,0,1,0,,,,,,,,,,,9,2,,,
